,Unnamed: 0,Title,City,MinSalary,MaxSalary,company,Date,Expirience,Employment,Work_schedule,Descriptions,Duties,Requirements,Terms,Key_skills,Days
776,776,IT Специалист,Санкт-Петербург,42222.0,71250.0,"Деметра Арт, Отель",2020-11-25T13:04:36+0300,От 1 года до 3 лет,Полная занятость,Полный день," Demetra Art Hotel, 4-х звездочный отель в историческом центре Санкт-Петербурга, приглашает на работу специалиста по IT: ","   Поддержка, обучение и консультирование сотрудников компании в рамках IT   Оперативная помощь по ликвидации неисправностей, сбоев   Прием заявок от пользователей, контроль их выполнения   Установка и проведение диагностики программного и аппаратного обеспечения   Оборудование новых рабочих мест и осуществление переноса существующих   Настройка ПК, тестирование, выявление и устранение неполадок компьютеров и копировальной техники   Учет, прием/выдача техники   Организация ремонта компьютерной техники   Обеспечение наличия расходных материалов для бесперебойного функционирования компьютерной техники и оргтехники   Установка, сопровождение и поддержка программного обеспечения   Контроль функционирования инфраструктурных систем и программного комплекса   Проведение регламентных и профилактических работ, направленных на предотвращение сбоев, обеспечение требуемой степени готовности и возможности оперативного восстановления информационных систем   Взаимодействие с технической поддержкой: HRS PMS Fidelio, TillyPad   Бюджетирование (планирование, обоснование).   ","   Знание серверных операционных систем MS Windows 2008-2012 и их ролей (Active Directory, DNS, DHCP, File and Storage Service, Terminal Services, Radius)   Знание в объеме администратора MS ForeFront TMG 2010   Знание в объеме администратора MS Exchange Server 2010   Знание клиентских операционных систем MS Windows XP-10   Опыт работы с активным сетевым оборудованием (Zyxel, Mikrotik, D-Link; HP)   Опыт работы с АТС Panasonic (TDE600), настройка, сопровождение   Понимание принципа работы систем мониторинга (Zabbix или Nagios).   ",,,51
777,777,Project manager,Москва,88545.0,114068.0,Комус,2020-11-25T20:09:45+0300,От 3 до 6 лет,Полная занятость,Полный день,  Ищем в команду департамента бизнес технологий Менеджера по управлению потоками запросов изменения ИТ-систем компании.   ,"   Координация процесса управления запросами на изменения внутри компании (Финансы, Логистика, Маркетинг, Сбыт);   Регулярный аудит и поддержка актуальности имеющихся регламентов и процедур в части управления изменениями;   Взаимодействие с техническими экспертами, руководителями групп разработки, бизнес – заказчиками и другими заинтересованными сторонами для поддержания актуального статуса выполнения задач на основании согласованных приоритетов;   Календарное планирование (в том числе кросс-системных задач), ведение план – графика выполнения задач;   Мониторинг, формирование отчетности, реализация инициатив повышения эффективности процесса управления изменениями на базе сформированных KPI.   ","   Высшее образование (ИТ, экономика, технические специальности);   4+ лет в сфере управления проектами в ИТ в роли менеджера проекта (кроссфункциональные и кроссистемные доработки комплекса ИТ – систем);   Знание процессов и методологий проектного управления и управления изменениями (PMBOK, PRINCE2, ITIL и др.);   Знание на уровне продвинутого пользователя: MS PowerPoint, MS Excel;   Опыт работы с продуктовой линейкой Atlassian (Jira, Confluence, Bitbucket);   Навыки работы с большими объёмами информации;   Умение самостоятельно контролировать свои задания и сроки;   Умение кратко и понятно излагать свои мысли в устной и письменной форме;   Будет плюсом опыт работы с плагинами Jira: Structure, BigPicture или аналогичными.   ",   ,,51
778,778,IT Специалист,Санкт-Петербург,42222.0,71250.0,Corinthia Hotel St.Petersburg (Отель «Коринтия Санкт-Петербург»),2020-11-25T15:18:48+0300,От 1 года до 3 лет,Полная занятость,Полный день,  Responsibilities:  ,,,,,51
779,779,IT-рекрутер,Москва,82142.0,148545.0,Global Hunter,2020-11-25T19:51:01+0300,От 1 года до 3 лет,Частичная занятость,Удаленная работа,  В новый рекрутинговый проект разыскивается IT-скаут  ,,"   Подбор и оценка IT-кандидатов - уверенный уровень (от 2-х лет). Понимание основных направлений. Владение ИТ терминологией. Подбор персонала в узкой сфере.  -Разработчики JavaScript, C/C++, C#, F#, Scala, Java, Python, iOS, Android; -DevOps (*nix, docker, posgresql); -QA (iOS, Android, Windows, Web); и проч.     Знание и практический опыт ведения КДП   Знание английского - большой плюс.   ","   удаленная работа, гибкий график   высокий процент за каждую закрытую вакансию   возможности карьерного роста   уровень компенсации обсуждается индивидуально   ", Подбор персонала; Оценка персонала; Обучение персонала; Рекрутмент; Кадровый менеджмент; Python; Java;,51
780,780,Product manager,Екатеринбург,1150.0,1850.0,НАГ,2020-11-26T09:25:47+0300,От 3 до 6 лет,Полная занятость,Полный день,  Requirements:  ,,,, Sales Management; Business Development; Key Account Management; Project management; Negotiation skills; Presentation skills; Product Management; Product Marketing; Teamplayer; Business English; CRM; Analytical skills;,50
781,781,Project manager,Екатеринбург,100000.0,150000.0,"Карьера, г. Екатеринбург",2020-11-25T11:59:13+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   подготовка и планирование проектов с выстраиванием коммуникаций ;   управление проектами, достижение результата в условиях ограничений,   руководство командой проекта, постановка ТЗ, контроль, мотивация, управление коммуникациями в команде и расстановка приоритетов в работе;   ведение всей документации по проектам.   ","   опыт работы менеджером проекта или руководителем проектов   образование высшее техническое;   системное мышление, эрудиция в ИТ-сфере.   ","     с 9 до 18 00, 5/2, Центр, официальное трудоустройство в штат;       заработная плата: индивидуально по итогам собеседования.     ", Управление проектами; Управление командой; Руководство коллективом; Планирование; Системное мышление;,51
782,782,IT Директор,Санкт-Петербург,110000.0,300000.0,Юникс,2020-11-26T12:56:02+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Руководство работами по установке на рабочие станции и главные вычислительные машины (серверы) системного и специального программного обеспечения, настройке режимов функционирования систем на вычислительных машинах предприятия.   Обеспечение интегрирования программного обеспечения и баз данных на серверах приложений и рабочих станциях.   Обеспечение устойчивого режима функционирования программного обеспечения на виртуальных машинах предприятия (Hiper-V).   Определение порядка и контроль использования сетевых ресурсов.   Установление порядка и ограничения для пользователей по использованию телекоммуникационных и вычислительных ресурсов предприятия.   Обеспечение своевременного резервного копирования данных (veeam backup replication, ApexSQL Backup).   Формирование инструкции и положений по использованию сетевого программного обеспечения предприятия и доведение их до сведения пользователей.   Организация необходимого обучения пользователей работе со специальным программным обеспечением.   Организация восстановления работоспособности компонентов вычислительной сети при сбоях и выходе из строя вычислительного оборудования.   Анализ работы вычислительной сети, разработка предложения по развитию и модернизации компонентов вычислительной сети.   Проведение мероприятий по обеспечению информационной безопасности (защита от несанкционированного доступа к информации, просмотра и изменения системных данных, обрабатываемых и хранящихся на вычислительных средствах предприятия).   Сообщение непосредственному руководству о случаях нарушения распорядительных и регламентирующих документов предприятия и принятых мерах.   ","   Высшее образование (техническое/в области информационных технологий (ИТ));   Опыт руководящей работы в сфере ИТ не менее 3 лет;   Опыт сбора требований и формулирования функциональных запросов пользователей в отношении ИТ;   Знание сетевого администрирование и оборудования (LAN/WAN) (Dell, HPE, Mikrotik, Cisco);   Резервное копирование (Veeam, Apex);   Базовые знания баз данных (SQL);   Широкие знания в области информационно-коммуникационных технологий (3CX);   Знание продуктов 1С.   ",, Cisco; Администрирование сетевого оборудования; Администрирование серверов Windows; Информационная безопасность; MS SQL;,50
783,783,IT Директор,Москва,110000.0,151250.0,Юникс,2020-11-26T12:56:02+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Руководство работами по установке на рабочие станции и главные вычислительные машины (серверы) системного и специального программного обеспечения, настройке режимов функционирования систем на вычислительных машинах предприятия.   Обеспечение интегрирования программного обеспечения и баз данных на серверах приложений и рабочих станциях.   Обеспечение устойчивого режима функционирования программного обеспечения на виртуальных машинах предприятия (Hiper-V).   Определение порядка и контроль использования сетевых ресурсов.   Установление порядка и ограничения для пользователей по использованию телекоммуникационных и вычислительных ресурсов предприятия.   Обеспечение своевременного резервного копирования данных (veeam backup replication, ApexSQL Backup).   Формирование инструкции и положений по использованию сетевого программного обеспечения предприятия и доведение их до сведения пользователей.   Организация необходимого обучения пользователей работе со специальным программным обеспечением.   Организация восстановления работоспособности компонентов вычислительной сети при сбоях и выходе из строя вычислительного оборудования.   Анализ работы вычислительной сети, разработка предложения по развитию и модернизации компонентов вычислительной сети.   Проведение мероприятий по обеспечению информационной безопасности (защита от несанкционированного доступа к информации, просмотра и изменения системных данных, обрабатываемых и хранящихся на вычислительных средствах предприятия).   Сообщение непосредственному руководству о случаях нарушения распорядительных и регламентирующих документов предприятия и принятых мерах.   ","   Высшее образование (техническое/в области информационных технологий (ИТ));   Опыт руководящей работы в сфере ИТ не менее 3 лет;   Опыт сбора требований и формулирования функциональных запросов пользователей в отношении ИТ;   Знание сетевого администрирование и оборудования (LAN/WAN) (Dell, HPE, Mikrotik, Cisco);   Резервное копирование (Veeam, Apex);   Базовые знания баз данных (SQL);   Широкие знания в области информационно-коммуникационных технологий (3CX);   Знание продуктов 1С.   ",, Cisco; Администрирование сетевого оборудования; Администрирование серверов Windows; Информационная безопасность; MS SQL;,50
784,784,IT Директор,Тюмень,110000.0,,Юникс,2020-11-26T12:56:02+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Руководство работами по установке на рабочие станции и главные вычислительные машины (серверы) системного и специального программного обеспечения, настройке режимов функционирования систем на вычислительных машинах предприятия.   Обеспечение интегрирования программного обеспечения и баз данных на серверах приложений и рабочих станциях.   Обеспечение устойчивого режима функционирования программного обеспечения на виртуальных машинах предприятия (Hiper-V).   Определение порядка и контроль использования сетевых ресурсов.   Установление порядка и ограничения для пользователей по использованию телекоммуникационных и вычислительных ресурсов предприятия.   Обеспечение своевременного резервного копирования данных (veeam backup replication, ApexSQL Backup).   Формирование инструкции и положений по использованию сетевого программного обеспечения предприятия и доведение их до сведения пользователей.   Организация необходимого обучения пользователей работе со специальным программным обеспечением.   Организация восстановления работоспособности компонентов вычислительной сети при сбоях и выходе из строя вычислительного оборудования.   Анализ работы вычислительной сети, разработка предложения по развитию и модернизации компонентов вычислительной сети.   Проведение мероприятий по обеспечению информационной безопасности (защита от несанкционированного доступа к информации, просмотра и изменения системных данных, обрабатываемых и хранящихся на вычислительных средствах предприятия).   Сообщение непосредственному руководству о случаях нарушения распорядительных и регламентирующих документов предприятия и принятых мерах.   ","   Высшее образование (техническое/в области информационных технологий (ИТ));   Опыт руководящей работы в сфере ИТ не менее 3 лет;   Опыт сбора требований и формулирования функциональных запросов пользователей в отношении ИТ;   Знание сетевого администрирование и оборудования (LAN/WAN) (Dell, HPE, Mikrotik, Cisco);   Резервное копирование (Veeam, Apex);   Базовые знания баз данных (SQL);   Широкие знания в области информационно-коммуникационных технологий (3CX);   Знание продуктов 1С.   ",, Cisco; Администрирование сетевого оборудования; Администрирование серверов Windows; Информационная безопасность; MS SQL;,50
785,785,IT Аналитик,Санкт-Петербург,40000.0,90000.0,Takeprofit Technology,2020-11-25T14:21:17+0300,От 1 года до 3 лет,Полная занятость,Полный день,"  Мы — Takeprofit Technology,  разрабатываем и продаем свои программные решения финансовым брокерам за границу. Наше ПО ежемесячно обрабатывает миллиарды долларов торговых сделок на финансовых рынках по всему миру. ",     взаимодействие с англоговорящими клиентами;       выявление и анализ технических требований к продуктам;       подготовка проектной документации и взаимодействие с командой разработки;       проверка продуктов и решений на соответствие требованиям.     ,"  Мы ожидаем, что вы:  ",, Работа в команде; Аналитика; Бизнес-анализ; Управление проектами; Ручное тестирование; Информационные технологии; Деловая переписка; Базы данных; Внимание к деталям; Расстановка приоритетов; Ведение переговоров; Бизнес-планирование; Планирование проекта; Проектная документация; Forex Trading; Финансовые рынки; MetaTrader; Разработка проектной документации; Airtable; Hubstaff; Пользователь ПК; Английский язык; Деловое общение; Разработка ПО; Выявление багов; Оценка потребностей клиентов; Постановка задач разработчикам; Описание требований клиента; Деловая коммуникация; Грамотная речь;,51
786,786,Project manager,Санкт-Петербург,30000.0,99315.0,Сириус,2020-11-26T15:25:06+0300,Нет опыта,Полная занятость,Полный день, ,"   Подключение, установка, наладка компьютерного оборудования и системы видеонаблюдения;   Обеспечение непрерывной работы серверов;   Подключение и настройка сетевого оборудования;   Обеспечение информационной безопасности;   Обновление и установка программного обеспечения;   Техническая поддержка сотрудников компании по телефону и на местах;   Обеспечение сохранности и безопасности данных,резервное копирование;   Монтаж СКС;   ",   Знание Windows на уровне администрирования;   Знание сетевых протоколов и технологий;   Знание аппаратной части ПК и серверов;   Знание систем видеонаблюдения;   ,"   График работы 5/2 с 9.30 до 17.30;   Испытательный срок 1 месяц;   Официальное трудоустройство;   Заработная плата на испытательном сроке 25 000 - 30 000, на постоянном - 30 000 - 35 000   ", Работа с оргтехникой; Пользователь ПК; Ремонт ПК; Сборка ПК;,50
787,787,Project manager,Москва,88545.0,114068.0,"РОЛЬФ, группа компаний",2020-11-25T16:34:19+0300,От 3 до 6 лет,Полная занятость,Полный день,  Компания РОЛЬФ основана в 1991 году и уже более 28 лет стабильно лидирует в отрасли автомобильного ритейла.  ,"   Ведение проектов: от инициации до сдачи в промышленную эксплуатацию;   Методологическая поддержка бизнес-заказчиков при инициировании проектов, обеспечение проведения необходимых оценок и разработки соответствующих документов;   Планирование, анализ, регулирование и завершение проектов;   Управление коммуникациями, рисками, проблемами, сроками, бюджетом, ресурсами, предметной областью реализуемых проектов;   Разработка предложений по формированию проектных команд, управление проектными командами;   Методологическая помощь владельцам проектов в формировании требований к результатам проектов;   Подготовка и предоставление отчетности о реализации проектов;   Организация взаимодействия участников проектов;   Разработка нормативных документов, необходимых для реализации проектов.   ","   Опыт работы руководителем проектов / на аналогичной должности не менее 3-х лет;   Отлично развитые управленческие навыки, дипломатичность, умение принимать решения и отстаивать их.   ","   Полностью официальное трудоустройство (оплачиваемый отпуск, больничный);   Белая заработная плата;   График 5/2, время начала работы готовы обсуждать;   Дружный стабильный коллектив единомышленников и профессионалов, благоприятная и творческая атмосфера сотрудничества;   Интересные и перспективные проектные задачи;   Возможности для профессионального роста, внутреннее и внешнее обучение;   Льготный ДМС для сотрудников;   Расширенная программа лояльности;    Возможность карьеры в автомобильном бизнесе в компании № 1;    Офис компании располагается недалеко от м. Владыкино.   ",,51
788,788,Project manager,Москва,88545.0,114068.0,Норникель,2020-11-25T15:31:51+0300,От 1 года до 3 лет,Полная занятость,Полный день,  Мы предлагаем:  ,,,, Управление проектами; Организаторские навыки; Автоматизация;,51
789,789,IT Специалист,Москва,60000.0,60000.0,Гипрогор Проект,2020-11-25T17:22:43+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"   Проведение инструктажа новым сотрудникам по работе в корпоративной системе Onematrix;   Проведение обучений по работе в системе;   Заведение профилей новых сотрудников;   Ежедневные выгрузки по работе в системе;   Отвечать на вопросы сотрудников (персональные консультации сотрудников по работе в системе);   Проводить контроль правильности постановки задач;   Переназначать задачи уволенных сотрудников;   Осуществлять помощь в составлении блок-схем по процессам и их описание на основании предоставленных ТЗ;   Тех поддержка сотрудников (решение разных ситуаций: по каким причинам не может быть закрыта задачи, почему нельзя взять в работу, выбор родительской задачи, объяснение логики в какой-либо цепочке задач, поиск определенных задач)   Направление замечаний об ошибках (в задаче или на почту)   Заведение новых проектов, предоставление доступа сотрудникам и настройка прав   Контроль корректного заполнения фактического времени всеми сотрудниками Компании   Составление ТЗ на доработку системы   Взаимодействие с разработчиками c целью постановки задач на исправление ошибок и доработок (с затратами на работу не более 24 часов)   Контроль выполнения задач на доработки, проверка выполнения и их тестирование   Корректировка должностей/отделов   Настройка персональных прав/доступа   Контроль соблюдения Регламента работы в Матрице, а также контроль Регламента подтверждения фактического времени;   Различные настройки модулей   Корректировка справочника системы (выполнение соответствующих изменений в соответствии с возникшими ситуациями).   ","   образование не ниже среднего профессионального,   опыт работы в аналогичной должности от 1 года;   опытный пользователь ПК.   ",   оформление в соответствии с ТК РФ;   своевременная выплата заработной платы;   пятидневная рабочая неделя;   комфортный офис в шаговой доступности от метро.   , Onematrix; Постановка задач разработчикам; Разработка технических заданий; Бизнес-анализ; Пользователь ПК;,51
790,790,IT Инженер,Санкт-Петербург,54500.0,58333.0,Netcracker Technology Corp.,2020-11-26T10:31:07+0300,От 3 до 6 лет,Полная занятость,Полный день,  IT   Deployment     Engineer  ,   Установка и поддержка решений компании Netcracker и других вендоров на базе современных технологий;   Решение проблем возникающих при установке и эксплуатации решений компании Netcracker.   ,   Знания и опыт в администрировании систем на базе Linux/Unix;   Знания и опыт в области сетевых технологий: L2/L3.   ,, Linux; Bash; Unix; Администрирование серверов Linux; Virtualization;,50
791,791,IT manager,Москва,35000.0,55000.0,RSS Ltd.,2020-11-26T12:37:43+0300,От 1 года до 3 лет,Полная занятость,Полный день, ,"     Взаимодействие с ведущими производителями компьютерной техники;       Контроль ремонтных событий;       Распределение запасных частей;       Отчётность (внутренняя и перед производителем);       Выставление счетов, контроль оплат.     ","     Знание MS Office (Word,  Excel , Outlook);       Хороший уровень английского языка как плюс.     ","     Полная занятость, полный день;       Официальное оформление;       График работы 5/2 с 9 до 18 или с 10 до 19, суббота и воскресенье выходные.     ", Английский язык; MS Excel; Деловая переписка;,50
792,792,IT-рекрутер,Москва,82142.0,148545.0,Ингосстрах,2020-11-25T12:07:43+0300,От 1 года до 3 лет,Полная занятость,Полный день,  Команда подбора персонала Ингосстрах ищет IT-рекрутера.  ,,,"    График 5/2 с 9:00 до 18:00;     Офис в Москве на территории старейшего московского текстильного предприятия ""Трехгорная мануфактура"", ст.м. Краснопресненская / Улица 1905 года / Баррикадная, их других городов работа удаленная (на время пандемии работаем удаленно);    Ежеквартальные премии за личные результаты, деятельности подразделения и годовой бонус за результаты деятельности Компании;   ДМС сразу после испытательного срока и расширенный пакет ДМС со стоматологией через 6 месяцев после прохождения срока испытания;   Возможность совершенствовать себя в одном из лучших Корпоративных университетов для прокачки навыков + бесплатный корпоративный доступ к электронной библиотеке Альпина;   Корпоративная сотовая связь;   Льготные страховые продукты (страхование имущества, автотранспорта, ВЗР);   Скидки на обучение в языковых школах Speak English и Skyeng – от 15 – 25%;   Корпоративные предложения от сетей фитнес-клубов: WORLD CLASS, Зебра, X-fit;   Скидки от партнеров на приобретение недвижимости, приобретение авто и многое другое;   И активная корпоративная жизнь со спортивными секциями: бассейн, бег, волейбол, йога и др.   ", Подбор персонала; Рекрутмент;,51
793,793,другие,Екатеринбург,50000.0,75000.0,Группа компаний LUXCOM,2020-11-26T15:30:37+0300,От 3 до 6 лет,Полная занятость,Полный день,"  Требуется монтажник-пусконаладчик системы безопасности, видеонаблюдения, СКУД, ОПС, IT технологии.  ",   Прокладка слаботочных сетей.   Установка оборудования.   Осуществление пусконаладочных работ.   Ремонт и сервисное обслуживание.   ,"   техническая грамотность, владение ПК на высоком уровне,   желателен опыт работы в видеонаблюдении, охранно-пожарной сигнализации   ориентированность на результат   самоорганизованность   пунктуальность   ","   пятидневная рабочая неделя с 9.00 до 18.00 часов или командировки   офис в центре города   трудоустройство согласно ТК РФ   предоставляем соц. пакет (больничные, отпуска и т.п)   оплата телефонной связи,   годовой бонус   зарплата сдельная - зависит от вашего уровня, опыта, результата.   собеседование по адресу: ул. Циолковского,29ж по предварительной записи.   ", монтаж СВН; монтаж ОПС; монтаж слаботочных сетей; монтаж СКУД; Пуско-наладочные работы; слаботочные системы; строительно-монтажные работы; система видеонаблюдения; охранно-пожарная-сигнализация; Гарантийное обслуживание; система контроля и управления доступом;,50
794,794,Product manager,Санкт-Петербург,66000.0,175000.0,"Хеликс, лабораторная служба",2020-11-25T11:13:41+0300,От 3 до 6 лет,Полная занятость,Полный день, ,"   Участие в процессе управления проектом и постановке задач (несколько направлений на выбор, проекты обсуждаются на интервью);   Анализ бизнес-процессов, понимание их смысла и поиск возможностей для автоматизации и оптимизации;   Формулирование требований к ПО на основе проведенного анализа процессов   Сбор обратной связи у пользователей, клиентов, технической поддержки и т.д. для определения потребностей;   Оценка фич и выставление приоритетов;   Контроль выполнения согласованных планов по реализации;   Оперативное решение возникающих при эксплуатации проблем/вопросов;   Организация внедрения нового функционала в «производственной» среде;   Организация пилотных испытаний продукта;   Анализ результативности и эффективности реализованного функционала   ","   Опыт работы в качестве менеджера продукта от 3 лет;   Опыт успешного создания и запуска ИТ-продуктов;   ​​​Аналитическое мышление;   Проактивный подход к работе, ориентированность на результат;   Умение видеть продукт целиком (цель), при этом доставляя его итерациями;   Гибкость, скорость принятии решений;   Развитые коммуникативные навыки, умение аргументировать свою точку зрения;   Умения работать как самостоятельно, так и в составе команды   ","   Работа в стабильной развивающейся Компании;   Офис в центре города (5 минут от м. Петроградская);   Конкурентная заработная плата (уровень дохода обсуждается с успешным кандидатом);   График работы - 5/2 с 9:30 до 18:00, офисный режим;   Официальное оформление, социальные гарантии (отпуск, больничный);   Скидки на услуги Компании для сотрудников и их семей, корпоративные мероприятия, подарки к праздникам   ",,51
795,795,IT Аналитик,Москва,114066.0,138411.0,Tibbo,2020-11-26T09:40:03+0300,От 3 до 6 лет,Полная занятость,Удаленная работа," Tibbo Systems работает на рынке платформ и решений для цифровой трансформации предприятий. Основанная в 2001 году, Tibbo Systems занимается разработкой IoT-платформы AggreGate и производных продуктов для различных вертикальных рынков. ","   Активный поиск на вверенной территории (география, вертикальный рынок и пр.) возможностей для реализации крупных проектов цифровизации, их ведение и закрытие     Выполнение личного плана продаж, предоставление достоверного прогноза по выручке на следующий квартал       Прямое взаимодействие с руководством заказчика для установления/поддержания долгосрочного сотрудничества и обеспечения удовлетворенности решениями Tibbo Systems       Поддержание высокого уровня знаний по цифровизации для вверенной территории, консультирование заказчиков по стратегическим бизнес и технологическим решениям       Квалификация потенциальных заказчиков согласно критериям компании для определения наиболее прибыльных заказчиков и проектов       Подробная фиксация деталей о перспективах взаимодействия с потенциальными заказчиками в соответствии с установленными стандартами ведения операционной деятельности       Сотрудничество с инженерами технического пресейла по вопросам предоставления консультаций по проектированию системы, анализа запросов КП и информации, подготовки предложений, продуктовых презентаций/демо и пилотных проектов       Работа с командной внедрения для оперативного решения проблем       Помощь партнерам Tibbo при проведении пресейла/внедрении решений, координация работы партнеров в рамках своих заказчиков     ","   Не менее трех лет опыта в продажах сложных технологических решений заказчикам из среднего и крупного бизнеса   Опыт выстраивания отношений с ключевыми заказчиками и закрытия стратегических сделок   Подтвержденный успешный опыт получения дохода за счет новых крупных продаж   Знание релевантных сегментов рынка (IoT/IIoT, управление IT инфраструктурой, промышленная автоматизация и автоматизация зданий, управление инцидентами, бизнес-аналитика и т.д.)   Навыки устной и письменной коммуникации, а также проведения презентаций на уровне высшего руководства   Умение выстраивать деловые и доверительные отношения и понимать бизнес-потребности руководителей компаний   Готовность работать в условиях высокого риска, высоких вознаграждений, а также стать частью истории роста компании во всем мире   ","     Оклад по результатам собеседования + премии       Работа в режиме home office, гибкий график работы       Программа обучения по продажам, по рынку и специфике продукта       Работа в иностранной компании       Молодой, дружный, профессиональный коллектив       Профессиональное развитие и карьерный рост       Оформление по ТК РФ       Оплата больничных и отпусков     ",,50
